    Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | MAE_energy_grad | GPU Memory (MB)
00:41:00 |     1 |     5.000e-04 | 418056.8272 |        309.5494 |    27.2376 |         11.9023 |            1880
00:41:08 |     2 |     5.000e-04 |   236.0961 |        178.6770 |    14.1861 |          9.5083 |            1880
00:41:17 |     3 |     5.000e-04 |   157.4683 |        133.9764 |    15.6356 |          8.0320 |            1880
00:41:26 |     4 |     5.000e-04 |   113.5960 |         96.6668 |    11.5856 |          6.9393 |            1880
00:41:34 |     5 |     5.000e-04 |    87.4798 |         74.0341 |     7.5276 |          6.2179 |            1880
00:41:43 |     6 |     5.000e-04 |    73.4837 |         63.2973 |     8.3225 |          5.6882 |            1880
00:41:51 |     7 |     5.000e-04 |    60.6159 |         55.2273 |     8.1253 |          5.3188 |            1880
00:42:00 |     8 |     5.000e-04 |    53.6934 |         54.4796 |    12.7737 |          4.9885 |            1880
00:42:08 |     9 |     5.000e-04 |    49.4054 |         61.4297 |    20.2371 |          4.6893 |            1880
00:42:15 |    10 |     5.000e-04 |    43.0296 |         38.1527 |     5.2012 |          4.4921 |            1880
00:42:23 |    11 |     5.000e-04 |    39.6259 |         34.9589 |     5.2674 |          4.2659 |            1880
00:42:32 |    12 |     5.000e-04 |    36.5790 |         34.4434 |     8.1132 |          4.0870 |            1880
00:42:39 |    13 |     5.000e-04 |    35.2786 |         29.9843 |     5.0920 |          3.9407 |            1880
00:42:47 |    14 |     5.000e-04 |    32.2171 |         30.4705 |     6.6637 |          3.8513 |            1880
00:42:54 |    15 |     5.000e-04 |    30.5098 |         26.2423 |     4.4268 |          3.6928 |            1880
00:43:03 |    16 |     5.000e-04 |    26.8933 |         25.7611 |     5.9922 |          3.5669 |            1880
00:43:11 |    17 |     5.000e-04 |    26.5715 |         23.2291 |     4.5758 |          3.4417 |            1880
00:43:20 |    18 |     5.000e-04 |    26.0660 |         21.0327 |     3.3403 |          3.3208 |            1880
00:43:28 |    19 |     5.000e-04 |    25.9923 |         22.3077 |     6.6025 |          3.2660 |            1880
00:43:37 |    20 |     5.000e-04 |    27.1749 |         24.3735 |     7.9106 |          3.2793 |            1880
00:43:45 |    21 |     5.000e-04 |    30.0198 |         40.1750 |    20.3766 |          3.1333 |            1880
00:43:53 |    22 |     5.000e-04 |    41.4824 |         37.8128 |    15.9471 |          3.2594 |            1880
00:44:01 |    23 |     5.000e-04 |    76.6153 |         33.4392 |    16.9514 |          3.0670 |            1880
00:44:09 |    24 |     5.000e-04 |    42.1433 |         21.0079 |     8.4264 |          2.9334 |            1880
00:44:17 |    25 |     5.000e-04 |   378.8029 |       5446.4126 |   308.3694 |          8.2629 |            1880
00:44:24 |    26 |     5.000e-04 |  4575.8217 |         28.5724 |    11.4840 |          3.2285 |            1880
00:44:32 |    27 |     5.000e-04 |    34.3679 |         65.3237 |    26.6492 |          3.0807 |            1880
00:44:40 |    28 |     5.000e-04 |    33.3655 |         32.4103 |    18.6128 |          2.7641 |            1880
00:44:47 |    29 |     5.000e-04 |    29.2166 |         14.8713 |     4.7459 |          2.6718 |            1880
00:44:55 |    30 |     5.000e-04 |    26.5372 |        169.6123 |    55.8791 |          2.6248 |            1880
00:45:04 |    31 |     5.000e-04 |    90.0609 |        110.9540 |    37.5345 |          2.9820 |            1880
00:45:12 |    32 |     5.000e-04 |  8575.3445 |         56.2217 |    19.0678 |          4.1298 |            1880
00:45:20 |    33 |     5.000e-04 |    33.9448 |         17.5712 |     5.7787 |          2.7697 |            1880
00:45:27 |    34 |     5.000e-04 |    19.3295 |         16.2631 |     6.7376 |          2.5694 |            1880
00:45:35 |    35 |     5.000e-04 |    16.1758 |         15.2797 |     7.6210 |          2.4364 |            1880
00:45:43 |    36 |     5.000e-04 |    13.9407 |         12.0256 |     3.7244 |          2.3474 |            1880
00:45:50 |    37 |     5.000e-04 |    18.4843 |         12.4264 |     5.4041 |          2.2813 |            1880
00:45:59 |    38 |     5.000e-04 |    14.5248 |         10.7181 |     3.5311 |          2.2286 |            1880
00:46:07 |    39 |     5.000e-04 |    13.1435 |         10.1987 |     2.7744 |          2.1986 |            1880
00:46:15 |    40 |     5.000e-04 |    16.4475 |         19.7851 |    14.2622 |          2.1392 |            1880
00:46:23 |    41 |     5.000e-04 |    15.2288 |          9.6495 |     3.2305 |          2.1171 |            1880
00:46:31 |    42 |     5.000e-04 |    38.6197 |         10.2136 |     4.8934 |          2.0738 |            1880
00:46:38 |    43 |     5.000e-04 |   895.7965 |        765.9174 |   110.6925 |          4.6357 |            1880
00:46:46 |    44 |     5.000e-04 |   407.3459 |       5045.6162 |   317.0803 |          2.7684 |            1880
00:46:53 |    45 |     5.000e-04 |   676.9550 |         11.6218 |     5.5590 |          2.1608 |            1880
00:47:02 |    46 |     5.000e-04 |    16.8579 |         12.8838 |     8.9096 |          2.0291 |            1880
00:47:10 |    47 |     5.000e-04 |    27.1020 |         17.2435 |    13.1245 |          1.9985 |            1880
00:47:19 |    48 |     5.000e-04 |    62.2301 |        353.4562 |    79.8130 |          2.5764 |            1880
00:47:27 |    49 |     5.000e-04 |   321.8159 |        640.8713 |   112.2253 |          2.1622 |            1880
00:47:36 |    50 |     5.000e-04 |   164.3066 |         31.9882 |    19.8098 |          1.9962 |            1886
00:47:43 |    51 |     5.000e-04 |   156.2250 |         68.5279 |    34.8586 |          1.9148 |            1886
00:47:51 |    52 |     5.000e-04 |    14.6417 |        345.1248 |    82.1258 |          1.9074 |            1886
00:48:00 |    53 |     5.000e-04 |   537.8507 |         61.5731 |    30.7026 |          2.0701 |            1886
00:48:08 |    54 |     5.000e-04 |   147.7278 |        406.4472 |    87.9725 |          2.1508 |            1886
00:48:16 |    55 |     5.000e-04 |    45.7368 |         24.4124 |    18.2863 |          1.8671 |            1886
00:48:24 |    56 |     5.000e-04 |    59.7126 |        215.6354 |    64.0758 |          1.9574 |            1886
00:48:33 |    57 |     5.000e-04 |   142.6606 |        408.9637 |    88.4384 |          2.0932 |            1886
00:48:41 |    58 |     5.000e-04 |   119.2286 |         18.9295 |    12.8626 |          2.0108 |            1886
00:48:49 |    59 |     5.000e-04 |   187.1873 |         46.7458 |    24.7570 |          2.4095 |            1886
00:48:57 |    60 |     5.000e-04 |    52.2800 |        756.3976 |   121.5758 |          1.9323 |            1886
00:49:05 |    61 |     5.000e-04 |    66.8099 |         37.4560 |    24.1867 |          1.7721 |            1886
00:49:15 |    62 |     5.000e-04 |   129.3992 |         21.4912 |    15.8770 |          1.8722 |            1886
00:49:22 |    63 |     5.000e-04 |    25.8536 |        360.0374 |    83.5933 |          1.9384 |            1886
