    Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | MAE_energy_grad | GPU Memory (MB)
01:11:15 |     1 |     5.000e-04 | 437200.5754 |        223.8256 |    28.2739 |          9.5947 |            2353
01:11:24 |     2 |     5.000e-04 |   188.1830 |        149.2002 |    21.7408 |          7.7701 |            2353
01:11:34 |     3 |     5.000e-04 |   129.8299 |        141.7024 |    28.6627 |          6.7972 |            2353
01:11:43 |     4 |     5.000e-04 |    97.8525 |         84.1374 |    13.9766 |          5.9493 |            2370
01:11:52 |     5 |     5.000e-04 |    73.2083 |         63.5344 |     8.8116 |          5.3145 |            2370
01:12:01 |     6 |     5.000e-04 |    58.3674 |         52.6733 |     8.5616 |          4.7909 |            2370
01:12:10 |     7 |     5.000e-04 |    48.6991 |         42.4048 |     6.1000 |          4.4075 |            2394
01:12:20 |     8 |     5.000e-04 |    41.3651 |         38.0482 |     5.7636 |          4.2008 |            2394
01:12:29 |     9 |     5.000e-04 |    35.2093 |         33.5597 |     6.4368 |          3.9423 |            2394
01:12:38 |    10 |     5.000e-04 |    31.3660 |         30.2199 |     4.0350 |          3.7913 |            2394
01:12:47 |    11 |     5.000e-04 |    28.9618 |         28.2680 |     5.5396 |          3.6335 |            2394
01:12:57 |    12 |     5.000e-04 |    25.9673 |         27.5606 |     6.6291 |          3.5111 |            2394
01:13:06 |    13 |     5.000e-04 |    24.1670 |         23.2979 |     3.4046 |          3.3656 |            2394
01:13:15 |    14 |     5.000e-04 |    22.7116 |         23.4143 |     6.3768 |          3.2709 |            2394
01:13:24 |    15 |     5.000e-04 |    21.7827 |         21.3575 |     4.4190 |          3.1785 |            2394
01:13:33 |    16 |     5.000e-04 |    20.5511 |         25.9289 |    11.8356 |          3.0857 |            2394
01:13:42 |    17 |     5.000e-04 |    19.3185 |         19.1210 |     3.1437 |          3.0307 |            2394
01:13:51 |    18 |     5.000e-04 |    18.1517 |         17.8813 |     3.3943 |          2.9192 |            2394
01:14:00 |    19 |     5.000e-04 |    17.5451 |         16.9190 |     3.1759 |          2.8502 |            2394
01:14:09 |    20 |     5.000e-04 |    17.2645 |         22.5085 |    11.2226 |          2.7900 |            2394
01:14:18 |    21 |     5.000e-04 |    17.4349 |         20.4445 |     9.0898 |          2.7731 |            2394
01:14:28 |    22 |     5.000e-04 |    15.9160 |         15.0181 |     3.4820 |          2.6712 |            2394
01:14:38 |    23 |     5.000e-04 |    16.0191 |         18.9872 |     9.5517 |          2.6347 |            2394
01:14:47 |    24 |     5.000e-04 |    16.2406 |         15.5782 |     5.4999 |          2.5892 |            2394
01:14:57 |    25 |     5.000e-04 |    15.9291 |         21.4612 |    11.8089 |          2.6127 |            2394
01:15:06 |    26 |     5.000e-04 |    15.5461 |         13.3079 |     2.9117 |          2.5097 |            2394
01:15:15 |    27 |     5.000e-04 |    20.0568 |         13.7326 |     4.1645 |          2.5076 |            2394
01:15:24 |    28 |     5.000e-04 |    17.1512 |         14.9392 |     7.2370 |          2.4179 |            2394
01:15:34 |    29 |     5.000e-04 |    21.6724 |         16.8648 |     7.8357 |          2.4163 |            2394
01:15:44 |    30 |     5.000e-04 |   311.9824 |        114.1766 |    42.2800 |          3.0673 |            2394
01:15:53 |    31 |     5.000e-04 |   127.2810 |        434.7794 |    88.1538 |          2.5268 |            2394
01:16:02 |    32 |     5.000e-04 |   535.4786 |        181.2899 |    53.8929 |          2.6218 |            2394
01:16:11 |    33 |     5.000e-04 |    90.0892 |         32.8504 |    20.7308 |          2.3232 |            2394
01:16:20 |    34 |     5.000e-04 |    25.4023 |        133.2639 |    45.5690 |          2.5104 |            2394
01:16:29 |    35 |     5.000e-04 |  1044.5582 |       2082.2342 |   202.2590 |          3.1377 |            2394
01:16:39 |    36 |     5.000e-04 |   326.3183 |         17.8289 |    11.0449 |          2.3381 |            2394
01:16:48 |    37 |     5.000e-04 |    16.7247 |         11.6937 |     3.9107 |          2.2528 |            2394
01:16:57 |    38 |     5.000e-04 |    14.7420 |         12.1301 |     5.3202 |          2.2117 |            2394
01:17:06 |    39 |     5.000e-04 |    28.7533 |        235.7140 |    66.6640 |          2.2069 |            2394
01:17:15 |    40 |     5.000e-04 |   230.0029 |         82.0873 |    26.9397 |          3.0702 |            2394
01:17:23 |    41 |     5.000e-04 |   947.3725 |        470.5567 |    94.0498 |          3.0195 |            2394
01:17:32 |    42 |     5.000e-04 |   115.4456 |         24.5590 |    14.6866 |          2.2236 |            2394
01:17:41 |    43 |     5.000e-04 |    21.9131 |         12.7199 |     7.0778 |          2.1119 |            2394
01:17:51 |    44 |     5.000e-04 |    12.1824 |         13.6522 |     9.2688 |          2.0270 |            2394
01:18:01 |    45 |     5.000e-04 |    18.6231 |          8.8913 |     2.5665 |          2.0008 |            2394
01:18:11 |    46 |     5.000e-04 |    78.8294 |        957.8390 |   133.8199 |          2.4918 |            2394
01:18:21 |    47 |     5.000e-04 |   400.5535 |         10.1616 |     4.9382 |          2.0158 |            2394
01:18:32 |    48 |     5.000e-04 |    21.7060 |          8.9591 |     4.1401 |          1.9417 |            2394
01:18:41 |    49 |     5.000e-04 |    36.2177 |          9.8630 |     4.8052 |          2.0654 |            2394
01:18:50 |    50 |     5.000e-04 |   336.4386 |         61.1890 |    24.7049 |          2.2920 |            2394
01:18:59 |    51 |     5.000e-04 |   206.1784 |         15.9308 |    12.2794 |          1.9582 |            2394
01:19:08 |    52 |     5.000e-04 |    10.9886 |          8.5966 |     4.1050 |          1.8926 |            2394
