Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_energy_grad
9.19575047492981,0.0005,244808.21462815342,404.16352351631707,36.72509074774314,13.604836267482623
17.368704557418823,0.0005,262.692435448102,163.80309698149915,18.319144842192884,9.102090984829154
26.197730541229248,0.0005,133.01648901088004,106.72809997318298,12.82897205803338,7.454544015467033
35.230942726135254,0.0005,95.70920136147869,85.51253161092443,12.381457606638511,6.5721098064646215
44.11801052093506,0.0005,79.53810067883802,70.8857778113658,10.701555041816292,6.005812561800544
53.1033411026001,0.0005,66.50738603008283,60.83782502422183,9.19399959834542,5.586569282396016
61.99414777755737,0.0005,57.09558782968612,68.29008958471103,17.635268263929472,5.256305103111026
70.97781586647034,0.0005,52.16082433947253,48.74126278133843,8.348091335747185,4.974836938175154
79.80241179466248,0.0005,46.81297969818115,43.705193467027556,7.536419200146292,4.72840002784347
88.25387525558472,0.0005,43.05263336073337,39.49456525787594,6.698066996777151,4.518022488467696
96.29309511184692,0.0005,39.33381058064169,36.13070105004498,6.323679841409518,4.321884515717274
104.71746110916138,0.0005,35.921920261924576,35.64415371511865,8.290795754259966,4.14827012946217
113.45105576515198,0.0005,34.28116177158777,31.32999639436016,6.1684923096904605,3.992982695468188
121.94017267227173,0.0005,32.17985471490806,28.750159511415976,5.435688964963898,3.8457666521136353
130.48932433128357,0.0005,28.62410687347316,29.987633997999776,8.81263726902759,3.720823593339895
139.85594177246094,0.0005,27.35991237592246,25.98606405483456,6.0556964423712785,3.6006240288486073
148.9776430130005,0.0005,25.064804185452147,23.33083445631613,4.372223508639599,3.487838915697604
158.02996230125427,0.0005,23.61151701569181,33.93669445308175,15.562702058807133,3.386341966043307
166.26459908485413,0.0005,23.03552339505698,22.88211000998189,6.554412316149614,3.3060764577143784
175.26549625396729,0.0005,22.645392654069965,21.041147757702927,6.145134685546394,3.2058647469481354
183.9468216896057,0.0005,19.713021837950507,18.39124319872518,3.2162077295498586,3.1234118191924956
192.27223372459412,0.0005,18.82778679459629,17.56428548106997,3.2934999766312245,3.0473632575170724
201.1352505683899,0.0005,17.860113498916384,16.638491450332282,2.9525229987197035,2.972687918625108
209.95321536064148,0.0005,17.51601252871733,18.429322137607365,6.91839628144512,2.9080402666850076
218.93322801589966,0.0005,22.366904828826712,15.223247152613842,2.909724813746655,2.837966252940035
227.93730854988098,0.0005,18.684230649508887,16.968774750476747,7.038646788109006,2.780178487990379
236.82086634635925,0.0005,15.989957079902432,13.944891066063107,2.603287313866803,2.7217401026335195
245.3446125984192,0.0005,18.550060840811263,19.258340099665123,10.767445136242964,2.665869083072651
254.0188021659851,0.0005,44.71611871478685,14.383257670665351,5.12259022269662,2.613377596785726
263.21180868148804,0.0005,19.346067496278685,90.0289157056433,39.27183028093473,2.563623380322631
271.7237162590027,0.0005,86.926104688494,17.762735479459987,9.168506291907603,2.6170781386701663
280.4065799713135,0.0005,1006.6402621344437,59.08685583580197,25.589259290319728,2.8898834646808473
289.46174359321594,0.0005,19.535523652278286,12.506163416885016,3.139596976633147,2.5132896680693775
298.1642065048218,0.0005,17.38431440768558,25.755185600340834,16.864082636795644,2.4357871975902916
306.5320510864258,0.0005,25.252845455795434,321.9002019927258,78.60066175085353,2.4016095184892796
314.71273970603943,0.0005,112.08306135364136,90.65194798266793,39.66323215754952,2.4268798145803334
323.60517144203186,0.0005,101.48801968375967,58.99260732695812,31.082211111474226,2.3481447389131156
332.5385444164276,0.0005,332.54515898190084,234.5335603248416,52.008108184093565,4.042463932832778
341.2746469974518,0.0005,228.92935555063963,25.403754234313965,14.166758079228439,2.3635597321710655
350.2350172996521,0.0005,126.50622164037325,280.30353504090795,70.80495206577571,3.18614149163158
359.13660502433777,0.0005,565.9317706436012,24.5618678716224,14.073824799905612,2.5394746341521763
368.05803871154785,0.0005,17.860768928136736,19.58191586291696,13.451080847912886,2.2565402014906555
376.95986461639404,0.0005,13.85989695768627,38.07168805880809,23.18150377649022,2.196337525137917
386.0413570404053,0.0005,17.46856750825226,9.589153530090814,3.2510071476613445,2.125852430389425
395.05077481269836,0.0005,19.2723147530661,13.934249637633796,9.495499002651906,2.104070928037207
404.0382115840912,0.0005,149.0974368936256,83.97898297047053,33.71989476962352,2.553253648486675
413.00852847099304,0.0005,45.47239183326625,70.19295405590628,35.129192081962046,2.079672256340679
421.7938883304596,0.0005,27.534941168613614,9.032348719168835,4.197374246251865,2.016055539037438
430.71160340309143,0.0005,540.4037743111138,313.92411395696206,65.56607283945159,4.752353380821972
439.87513303756714,0.0005,95.10096033589697,10.020139059682531,2.9434763765710543,2.1873966282677393
448.85626554489136,0.0005,17.565498931926882,9.477345778247503,4.154744396059532,2.060270941152023
